Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie,Churn
32,2,5,59960.0,3,0,1,0,1
55,5,0,87320.1,4,0,1,0,0
64,4,1,68793.34,3,1,1,0,0
57,3,3,33055.59,3,0,2,1,0
23,4,0,22588.39,3,1,1,0,0
44,5,1,79358.93,3,1,1,0,0
34,2,2,25142.24,6,0,0,0,0
20,3,0,38845.48,3,1,0,1,1
77,3,1,19819.81,3,1,1,0,1
75,4,0,68709.62,3,2,1,0,1
24,3,3,1263.57,3,0,1,1,1
45,4,1,24074.11,2,0,2,0,0
54,4,4,162842.8,4,1,1,1,1
25,4,2,45427.7,4,0,1,0,1
23,3,4,38045.21,3,0,1,0,1
46,2,1,12531.29,3,0,1,0,1
85,4,10,39001.57,5,0,1,0,1
35,4,8,46708.88,4,0,1,0,1
34,4,3,33533.36,2,1,1,0,1
82,3,0,13148.1,4,0,2,0,1
75,3,1,68091.97,5,0,1,1,1
69,6,3,87277.75,5,0,1,1,1
70,5,0,49373.8,5,0,1,1,1
63,2,1,43369.94,2,0,1,1,1
68,3,1,16717.1,4,1,1,0,0
63,3,3,61166.68,2,0,0,0,1
55,3,1,60004.46,4,0,1,1,1
45,2,0,13216.99,5,0,1,1,1
30,4,1,58621.81,4,1,1,0,0
35,3,10,29541.88,2,0,1,0,1
32,4,1,34481.06,5,1,1,0,1
39,4,0,63027.8,4,0,2,0,0
68,5,2,26375.76,3,0,1,0,1
77,4,1,12416.94,2,1,2,0,0
87,3,1,61291.33,3,1,2,0,1
33,3,1,22611.29,4,1,2,0,1
60,3,3,38317.73,5,0,1,0,1
30,3,3,13500.74,4,1,2,1,0
35,4,1,3773.39,1,1,1,0,1
22,3,0,21413.24,3,0,1,1,1
70,3,1,10832.15,4,0,0,0,0
19,3,3,84674.6,5,0,0,0,0
41,6,0,6204.51,4,1,2,0,1
65,4,1,63911.85,5,0,2,0,0
78,4,0,8086.98,4,0,2,0,0
57,4,3,8348.29,4,0,1,0,0
74,4,0,13744.9,4,0,2,0,0
21,4,2,5436.21,4,0,1,0,0
75,4,2,8231.55,5,1,2,0,1
40,4,1,13312.53,3,0,1,0,1
26,3,2,29977.3,3,0,1,0,0
77,4,0,28827.57,5,0,0,0,0
61,3,3,25480.46,4,1,0,0,0
58,3,2,29950.17,4,0,1,0,0
54,3,0,73010.37,4,0,1,0,1
60,5,1,53256.9,4,1,1,0,1
45,2,2,32955.23,3,1,1,0,1
23,6,0,113511.5,3,0,1,0,0
45,2,1,36961.91,4,0,1,1,1
85,4,1,23170.27,2,0,0,0,1
57,4,4,23142.34,2,0,1,0,0
51,5,1,10090.93,4,0,2,0,0
66,3,3,10219.32,3,1,1,0,0
27,3,0,14624.56,3,0,0,0,1
25,2,0,16057.58,1,0,2,0,0
48,4,3,45688.19,3,0,2,0,0
89,2,2,15207.5,4,0,2,0,1
30,2,1,44881.42,4,0,1,0,0
77,4,3,67829.44,3,0,1,0,1
46,4,0,18634.17,5,0,1,0,1
65,4,2,20659.21,4,0,1,0,1
31,3,0,73134.03,4,1,1,0,1
43,5,3,37461.71,4,0,1,0,1
40,6,4,25163.01,4,1,1,0,1
28,4,1,70500.42,4,0,1,1,1
41,2,2,18046.41,4,0,1,0,1
43,4,4,55267.18,5,2,0,0,0
36,4,4,9083.29,3,1,0,0,0
86,3,0,17228.14,4,0,1,0,0
76,4,2,38599.07,4,1,0,0,1
25,4,8,69472.61,3,2,1,0,0
23,3,4,41685.06,4,0,1,0,1
67,5,1,15629.94,4,1,0,0,0
25,4,4,55074.9,2,0,1,0,0
24,4,1,2405.39,4,0,1,0,1
80,4,3,51082.1,4,0,1,0,1
56,3,3,35497.4,6,1,1,0,1
20,2,2,54664.15,4,1,1,0,1
62,4,2,100171.6,5,1,2,0,0
57,4,1,36404.87,4,2,2,1,0
19,4,3,46256.01,3,1,2,0,0
54,2,1,54875.71,2,1,1,0,0
71,3,3,12377.36,3,0,0,1,0
42,4,4,45217.59,5,0,1,0,1
20,4,0,41922.65,4,2,1,0,0
31,4,2,60302.79,4,0,1,0,1
60,4,3,42634.06,6,0,2,0,1
82,4,1,54264.21,4,0,1,0,0
31,3,0,27065.02,3,1,1,1,1
57,3,2,10050.85,3,1,0,0,0
65,4,0,25519.32,4,0,2,0,0
54,1,0,40257.26,3,0,2,0,0
82,3,1,56646.45,4,2,1,0,0
66,3,3,64534.56,3,0,1,0,1
29,4,1,7330.85,4,0,1,0,1
23,3,7,94691.1,4,0,2,0,0
75,3,2,20940.34,3,1,2,0,0
49,4,2,15908.91,4,1,0,0,0
80,3,2,15963.97,5,0,1,1,0
61,3,2,56915.0,6,0,1,0,0
20,3,1,62174.76,3,1,1,1,0
73,3,1,14461.21,4,0,1,0,0
79,5,3,49040.36,3,0,2,1,0
42,3,0,9409.95,3,1,2,0,0
23,3,0,55448.47,4,0,1,1,0
78,2,4,21637.87,3,0,0,0,0
38,4,2,15960.73,3,0,2,0,0
80,5,3,47565.61,3,1,1,0,0
44,3,7,29391.86,5,0,0,0,0
50,3,0,10651.08,3,2,0,0,0
78,3,0,13172.44,4,2,0,0,0
24,3,8,14083.69,3,0,1,0,0
46,3,3,27270.24,6,0,1,0,0
56,4,0,24238.16,3,0,1,0,0
58,4,2,46059.68,4,0,0,0,0
77,3,3,18949.61,1,0,1,0,0
30,3,2,52798.88,4,1,1,0,0
47,3,3,68898.0,4,2,1,0,0
78,6,3,48366.56,4,1,0,0,0
86,5,2,8893.59,2,0,1,0,0
56,3,0,26010.99,3,1,1,0,0
70,3,3,15652.5,4,0,0,1,0
47,3,0,74989.44,2,1,0,0,0
27,4,4,11672.97,4,0,0,0,0
56,3,6,14960.01,5,1,0,0,0
35,3,1,50881.49,4,0,1,0,0
23,1,3,39706.57,3,0,1,0,0
53,3,0,12611.76,5,0,2,0,0
18,3,4,59664.26,2,0,1,0,0
28,3,1,9174.42,3,2,0,0,0
34,2,1,62212.25,4,0,2,0,0
56,3,5,23720.93,4,0,2,0,0
87,3,0,14405.88,4,2,0,0,0
28,3,3,35986.11,4,0,2,0,0
50,3,1,108409.6,2,0,2,0,0
59,3,1,31904.93,4,1,2,1,0
28,5,1,26439.2,4,0,0,0,0
66,4,2,66778.9,4,2,2,0,0
80,4,0,15756.81,4,0,0,0,0
22,3,2,8137.37,2,0,2,0,0
69,3,0,79502.96,3,1,1,0,0
19,1,1,26249.7,1,0,2,0,0
29,4,0,7596.94,5,1,1,0,0
67,2,1,33403.38,4,2,1,0,0
19,4,3,13695.83,5,1,2,0,0
29,2,2,75927.18,3,0,2,1,0
80,2,3,24097.08,2,0,1,0,0
32,4,2,6494.55,6,2,0,0,0
26,4,6,48582.37,4,0,0,0,0
38,2,8,29220.86,3,0,1,0,0
87,3,1,68105.34,3,0,2,0,0
48,4,0,6969.6,5,0,2,1,0
42,3,1,15867.48,3,1,1,1,0
18,5,0,17092.77,5,0,0,0,0
42,3,0,33436.51,3,0,1,0,0
35,4,3,10736.53,5,3,0,0,0
28,3,1,24475.2,3,0,1,0,0
64,5,3,21607.29,5,0,0,1,0
82,4,0,20706.43,3,1,0,1,0
60,5,0,19164.1,4,0,1,0,0
50,4,0,21531.67,3,0,1,0,0
73,4,0,9228.24,4,0,0,0,0
41,5,5,44016.3,5,0,2,1,0
72,6,8,50092.12,4,0,1,0,0
30,3,0,27824.15,4,0,1,0,1
69,6,3,75598.51,4,1,0,0,0
88,3,2,55921.75,3,0,1,0,0
85,1,3,39894.55,1,0,1,0,0
75,5,1,30874.05,4,0,0,0,0
60,5,0,17244.42,3,1,1,1,0
72,3,3,84232.65,4,0,1,0,0
39,4,8,23712.94,4,0,0,0,0
32,4,8,33644.05,2,1,1,0,0
57,3,1,3503.09,4,3,2,0,0
24,5,0,36091.7,2,1,1,0,0
22,3,2,17784.55,5,0,1,0,1
48,5,0,13154.05,3,1,1,1,0
40,3,0,66923.76,4,0,2,0,0
56,3,1,31670.94,2,1,2,0,0
85,4,3,32076.56,3,0,1,0,0
35,4,1,22206.84,4,0,1,0,0
20,3,1,79206.11,4,2,1,0,0
49,5,0,70285.78,3,0,2,1,0
52,3,4,22831.25,6,0,1,0,0
31,4,1,27303.52,4,0,1,0,0
71,4,0,17620.71,4,0,1,1,0
80,3,8,30288.0,3,0,1,0,0
41,4,3,20971.45,3,1,2,0,0
59,2,1,29240.82,1,0,0,0,0
66,3,3,16885.35,4,0,0,0,0
85,3,3,53034.08,3,1,0,0,0
45,3,0,21736.61,4,0,2,0,0
47,3,0,42429.53,3,0,0,0,0
70,3,1,22455.73,3,0,2,0,0
45,5,5,49397.39,3,1,1,0,0
62,5,2,22956.29,4,1,2,0,0
89,4,0,29462.18,5,0,1,1,0
84,4,3,129137.2,4,1,0,0,0
69,4,4,24660.29,3,0,1,0,1
74,4,1,29305.13,3,0,0,0,0
64,5,1,11387.58,3,1,1,0,1
30,4,2,26634.93,4,0,1,1,0
20,4,0,48067.5,3,0,1,0,0
81,5,3,13662.88,4,0,1,1,0
83,4,0,28850.5,4,0,2,0,0
73,4,1,38322.59,4,0,0,0,0
38,5,2,8952.88,3,0,0,0,0
82,4,2,35786.6,4,1,1,0,0
63,3,1,120650.1,4,0,1,0,0
24,5,0,62700.71,5,0,2,0,0
33,4,4,83651.89,4,0,2,0,0
50,6,1,40646.53,4,0,1,0,0
38,3,0,84047.13,3,0,2,1,0
45,3,1,23308.57,3,0,0,0,0
22,3,3,29847.48,3,0,0,0,0
20,2,1,50090.84,3,0,2,0,0
38,4,1,24588.03,3,0,0,0,0
72,4,1,30299.76,3,0,2,0,0
75,4,4,61084.32,3,0,1,0,0
33,4,0,11810.84,4,1,1,0,0
42,4,3,12236.83,3,0,1,0,0
68,4,4,49842.25,4,0,1,0,0
55,4,3,62710.74,4,0,1,0,0
21,5,3,36747.32,4,2,2,0,0
62,4,0,23332.27,3,1,2,0,0
82,4,6,21602.16,3,0,1,0,0
48,3,3,23447.42,5,0,1,0,0
73,5,4,31760.65,5,0,2,1,0
84,5,4,24026.7,4,0,1,1,0
29,5,0,73958.51,4,1,0,0,0
24,4,4,35835.58,2,0,2,0,0
77,3,4,74776.99,5,0,2,0,0
84,4,2,24149.71,3,0,1,0,0
42,4,0,43632.29,3,1,2,0,0
44,3,1,31121.82,3,0,1,1,0
59,3,3,46015.65,6,0,2,0,0
29,5,1,65986.37,3,2,1,1,1
63,6,0,22376.88,5,0,2,0,0
40,3,0,31429.51,2,1,1,0,0
45,4,3,13722.8,3,0,1,1,0
65,4,2,64281.28,2,1,1,0,0
32,4,0,42060.33,3,0,2,0,0
68,5,4,29189.81,3,0,1,0,0
19,2,2,30701.55,3,0,2,0,0
27,3,0,15249.68,3,0,1,0,0
85,2,1,9508.97,2,0,2,0,0
45,5,0,17312.0,5,0,2,0,0
57,4,3,21485.23,2,0,2,0,0
40,4,1,85066.22,2,0,1,0,0
64,3,3,19114.71,4,0,1,0,0
44,4,1,18832.51,5,1,1,0,0
40,3,4,44089.97,4,0,1,0,0
33,3,1,54211.72,2,1,1,0,0
51,5,4,9410.18,4,0,2,0,0
43,2,3,47966.83,2,3,1,0,0
31,4,3,34919.68,5,0,1,1,1
49,5,0,20849.37,5,0,1,0,0
44,2,0,61704.19,4,0,1,0,0
71,1,7,24971.54,5,0,1,0,1
43,3,3,83924.66,4,0,1,0,0
63,4,0,51728.3,2,1,1,0,0
21,3,2,45551.32,3,1,1,0,0
89,5,1,56540.16,2,0,0,1,0
88,4,0,42043.47,5,1,1,0,0
56,4,2,19173.1,6,4,1,0,0
63,4,3,28799.3,5,0,0,1,0
82,4,3,14875.78,4,1,2,0,0
22,5,0,53227.89,1,0,0,0,0
51,5,5,52233.68,6,0,1,1,0
19,4,0,14260.84,3,1,1,1,0
53,3,3,26669.32,2,1,2,0,0
58,4,4,33690.02,6,0,0,0,0
69,1,0,80110.69,2,0,2,0,0
44,4,0,33024.18,4,0,0,0,0
46,5,7,26013.93,4,0,0,0,0
26,2,0,91633.01,2,1,2,0,1
43,2,0,22205.18,4,0,1,0,0
52,2,3,20052.51,3,2,0,0,0
75,6,1,16957.75,4,0,0,0,0
52,5,6,21008.54,4,1,1,0,0
28,4,2,48983.82,2,0,0,0,0
54,3,3,12520.32,5,1,1,1,1
22,5,4,35851.6,6,0,0,0,0
20,4,1,6594.2,5,0,0,0,0
86,4,4,74321.03,3,1,1,0,0
88,2,0,63461.18,4,1,1,1,0
37,2,0,25922.49,2,1,1,1,0
60,3,7,10026.66,4,1,2,0,0
54,4,2,7806.55,2,0,0,1,0
20,4,1,25167.86,4,1,2,0,0
47,4,4,38354.6,3,1,1,0,0
47,4,0,40906.5,4,0,2,1,0
43,2,1,93721.48,2,2,1,0,0
31,4,3,55913.69,4,1,1,0,1
29,5,1,37830.82,5,0,2,0,0
26,4,2,42863.75,5,1,1,0,0
31,4,1,26804.03,4,0,2,1,0
45,4,3,31973.61,3,0,2,0,0
60,4,1,44988.59,3,1,0,0,0
22,4,1,23388.8,1,0,1,0,0
40,4,2,60472.35,4,0,1,1,0
56,4,3,27285.93,3,1,1,1,0
38,4,3,20626.02,3,0,1,0,0
67,4,2,78119.96,3,1,0,0,0
52,4,0,56339.53,4,0,0,0,0
60,2,2,9104.94,3,0,0,0,0
18,4,9,27120.26,5,0,0,0,0
43,3,2,17914.7,2,0,2,0,0
61,4,0,12939.7,4,0,1,0,0
70,4,6,9664.08,4,0,1,0,0
60,4,3,16416.66,3,0,0,0,0
26,3,1,23084.24,2,1,2,0,0
31,4,3,45747.52,3,0,0,0,0
50,4,7,30988.8,5,0,2,0,0
59,5,3,35216.42,1,0,1,0,0
47,4,0,31126.75,5,1,1,0,0
71,4,2,5886.98,2,0,2,0,0
61,4,3,54187.79,2,1,1,0,0
45,2,1,78750.79,3,1,1,0,0
22,4,3,19269.56,3,1,0,0,0
82,5,2,23264.27,4,1,2,0,0
48,4,0,18706.57,4,3,2,0,0
73,4,0,71035.64,4,0,1,0,0
32,5,0,33132.71,4,0,1,1,0
73,3,1,43155.28,2,1,2,1,0
84,4,0,9285.81,6,0,1,0,0
32,4,0,12685.22,5,1,2,1,0
72,3,3,10507.86,4,0,1,1,0
58,3,9,61921.51,3,2,1,0,0
59,3,10,12642.1,3,2,1,1,0
39,3,10,10098.02,4,0,2,0,0
77,2,3,50725.09,3,0,2,1,0
85,4,2,25381.91,3,0,2,0,0
37,4,5,47101.05,4,1,0,0,0
84,5,2,83714.17,2,0,0,0,0
78,4,0,14281.24,4,0,0,0,0
89,3,5,85041.89,2,0,2,0,0
61,4,2,70236.87,3,0,1,0,1
38,3,1,32537.12,4,0,2,0,0
36,4,3,12746.57,4,0,0,1,0
85,3,1,29898.21,5,1,1,0,0
23,1,2,26100.78,4,0,0,1,0
53,3,0,17127.79,2,0,1,0,1
19,5,1,55417.55,4,0,0,0,0
32,4,0,49730.51,3,0,0,0,0
57,2,9,20111.05,2,0,1,0,0
23,4,4,59388.85,2,0,0,1,0
64,3,2,12673.03,4,0,1,1,0
62,4,0,58388.73,4,0,1,0,0
20,3,4,47122.74,3,0,2,0,0
43,3,3,36586.61,3,1,0,1,0
77,5,1,38413.81,4,2,2,1,0
75,3,3,46120.24,4,0,0,0,0
47,3,1,34469.78,2,0,0,0,0
26,3,10,4600.87,4,0,2,0,0
80,3,4,58012.2,3,0,1,0,1
74,3,4,47188.49,4,1,1,0,0
80,2,2,92144.09,2,0,2,0,0
19,3,0,55419.79,3,0,1,0,0
69,3,2,39652.64,2,1,1,0,0
31,4,1,61508.68,3,1,1,0,1
24,3,2,69309.0,2,1,0,0,0
40,4,1,8947.57,3,0,1,1,0
68,3,0,11541.68,2,0,1,0,0
85,3,3,101766.0,4,0,2,1,0
64,4,1,8937.69,4,0,2,0,0
89,4,2,56462.8,3,0,1,0,1
53,5,6,68939.17,4,0,2,0,0
28,4,1,28748.12,5,0,2,0,0
25,5,3,48231.57,3,0,1,0,0
24,5,1,59523.54,3,0,1,0,0
81,3,1,59907.44,4,1,0,0,0
28,4,3,32205.64,3,0,1,0,0
29,1,1,33341.83,3,0,1,0,0
22,4,1,45197.21,5,1,1,1,0
42,4,0,61262.44,4,0,1,0,0
86,5,0,5024.61,4,1,1,1,0
63,3,4,81034.18,3,1,0,1,0
44,4,1,59317.06,2,0,1,0,0
80,4,0,61544.69,3,1,1,0,0
23,4,4,15449.69,2,0,0,1,0
58,3,4,22663.39,4,1,1,0,0
74,4,0,63404.51,4,1,1,1,0
80,3,0,27678.71,3,0,0,0,0
35,3,3,24176.28,4,0,0,0,0
53,4,0,29779.57,3,1,0,0,0
27,5,2,13257.09,5,0,1,0,0
18,3,7,57469.38,6,1,1,0,0
85,5,0,23511.16,5,0,1,0,0
39,3,4,33180.77,3,0,0,0,0
36,4,3,14718.58,4,1,2,0,0
53,5,4,19974.83,3,1,0,0,0
89,2,2,22097.72,5,0,2,0,0
78,3,1,25438.16,4,1,2,0,0
35,2,3,13706.02,3,1,1,0,0
69,4,3,15364.14,3,0,2,0,0
57,4,0,24065.76,4,1,1,0,0
44,5,2,25015.89,4,1,2,0,0
19,3,4,25785.57,4,1,1,0,0
19,2,1,6551.44,3,1,2,0,0
21,2,5,6918.31,4,1,1,1,0
31,4,3,51290.56,3,2,0,0,0
82,3,2,30980.48,2,0,1,0,0
40,3,3,13585.86,3,1,1,0,1
67,4,4,83791.29,5,1,1,1,0
27,4,0,59112.62,5,2,1,0,0
70,3,0,17199.86,3,1,1,0,0
41,3,9,95535.14,4,0,1,1,0
33,2,0,54873.78,3,1,2,0,0
32,3,1,11048.74,2,0,1,1,0
66,4,1,16603.16,2,0,2,0,0
52,5,1,10827.73,4,0,1,0,0
67,5,0,35829.24,3,0,2,0,0
46,3,1,24603.58,6,1,1,1,0
38,4,7,15693.44,3,0,2,0,0
58,2,2,99537.72,2,0,1,1,0
68,4,1,60661.46,4,2,1,0,0
79,5,3,65509.93,4,1,1,0,0
71,5,3,70135.92,4,0,2,0,0
37,5,8,40132.21,3,0,1,0,0
62,2,0,46279.7,4,0,2,0,0
66,5,3,6649.53,6,0,2,0,0
41,4,9,26043.65,5,1,1,0,0
32,4,3,28696.57,2,0,0,0,0
74,3,3,26034.88,5,1,1,0,0
53,5,3,24044.95,2,0,1,0,0
58,3,4,27934.32,3,1,1,0,0
40,4,3,50420.55,6,0,0,1,0
74,5,3,43767.23,3,0,2,0,0
56,2,3,151312.2,4,0,1,0,0
56,4,4,135891.8,4,0,1,0,0
88,3,2,39157.83,5,0,1,1,0
75,3,1,30009.55,2,0,2,0,0
40,2,1,25697.08,4,0,1,1,0
37,4,2,52076.3,7,0,2,0,0
71,4,2,26166.52,4,1,1,0,0
25,4,3,24314.0,4,0,2,0,0
47,4,1,11043.16,2,0,1,1,0
28,4,0,15392.91,5,0,1,0,0
22,3,1,102059.0,5,0,0,1,0
57,3,3,26412.61,2,0,1,1,0
30,3,0,31313.02,4,0,1,0,0
41,3,1,11825.53,4,1,1,0,0
70,3,3,8288.76,6,2,1,1,0
70,5,3,21486.26,6,1,1,0,0
79,3,3,37900.97,4,1,0,0,0
45,4,5,146518.2,4,1,1,0,0
84,4,6,66644.71,3,0,1,1,0
64,4,1,45129.46,2,0,2,1,0
72,5,5,7128.29,3,1,0,0,0
76,2,3,16955.06,4,1,0,0,0
38,1,1,18442.57,3,1,1,0,0
57,4,2,54514.78,4,1,1,0,0
52,3,2,56361.66,3,0,0,1,0
66,6,2,13899.94,4,0,1,0,0
50,4,0,57938.61,4,0,1,0,0
58,5,7,50217.64,2,0,2,0,0
85,6,2,32092.18,5,0,0,0,0
80,4,0,13502.99,3,1,2,0,0
40,4,0,43597.63,4,1,1,0,0
50,4,0,18822.77,4,1,1,0,0
32,3,1,17922.3,3,1,1,0,1
68,4,7,39975.25,2,0,0,0,0
33,4,4,8573.56,4,0,2,0,0
30,2,0,25898.82,4,0,2,0,0
81,3,0,73761.25,4,0,2,0,0
57,4,2,18388.61,3,1,1,0,0
47,4,0,35149.7,4,0,1,0,0
85,3,2,88186.92,5,1,0,0,0
70,5,0,50620.18,6,1,1,0,0
41,4,4,49109.27,4,0,1,0,0
65,3,0,92252.71,2,0,1,0,0
19,3,3,71096.34,4,2,1,1,0
63,4,7,98665.78,3,0,1,0,0
57,5,0,14535.4,4,0,2,0,0
53,3,5,32677.84,3,1,0,0,0
58,4,0,4174.13,3,2,1,0,0
89,5,5,16303.01,6,0,0,0,0
28,3,0,120324.8,4,1,1,0,0
41,3,3,24818.42,3,0,0,0,0
21,4,1,70808.33,3,0,0,1,0
53,3,2,91696.0,3,0,2,0,0
23,5,1,29149.52,4,0,2,0,0
81,3,1,37418.19,4,0,0,0,0
26,3,4,30876.58,2,0,2,0,0
73,4,0,112181.6,4,1,2,0,0
83,3,0,152813.5,4,1,1,0,0
63,3,2,10621.15,2,1,1,0,0
63,2,0,8972.5,4,0,0,0,0
42,4,0,94042.03,3,0,1,0,0
89,2,3,28391.83,2,1,0,0,0
31,4,1,17575.29,3,1,1,0,0
51,4,3,25201.18,5,1,1,1,0
69,3,1,54342.87,3,2,0,1,0
84,2,2,53466.67,4,0,1,0,0
80,4,0,34188.58,5,0,1,0,0
56,4,5,63774.11,5,0,1,1,1
45,3,0,28847.47,4,1,1,0,0
85,3,3,33806.39,5,0,2,0,0
78,5,0,141362.6,3,0,2,1,0
27,4,6,49543.37,3,2,1,1,0
20,5,2,13371.2,3,0,1,0,0
75,4,4,45064.51,3,1,1,0,0
26,3,2,131834.1,3,0,1,0,0
89,4,1,19680.77,4,2,1,0,0
29,5,8,50297.06,2,1,0,1,0
27,3,1,27758.51,3,0,2,1,0
82,2,3,9073.21,4,0,2,0,0
71,5,2,8192.25,4,0,1,1,0
40,3,1,9710.42,2,0,2,0,0
87,4,3,20562.72,2,0,2,0,0
19,3,3,53165.55,5,1,1,0,0
33,5,2,16470.19,2,0,1,0,1
60,4,2,9801.15,3,1,2,0,0
42,4,3,34084.03,4,0,0,0,0
23,2,0,12587.71,4,0,0,0,0
83,4,1,18470.36,4,0,1,0,0
65,4,0,34869.71,1,0,2,0,0
26,4,3,55959.96,4,0,1,0,0
84,3,4,15431.03,3,0,1,0,0
52,3,0,11609.43,4,1,1,0,0
29,4,1,87107.32,3,1,2,1,0
63,4,1,32521.54,4,0,0,0,0
81,3,0,55565.75,4,0,1,1,0
67,4,3,43915.77,5,1,1,0,1
80,3,1,30844.7,3,1,1,0,0
75,3,0,60136.7,4,0,2,1,0
76,3,0,53468.72,3,1,2,0,0
39,3,1,64799.95,3,0,1,0,0
60,4,0,111892.6,3,1,1,0,0
89,2,1,84596.35,2,0,0,0,0
79,4,0,72320.92,3,1,0,0,0
63,4,1,35704.68,4,0,0,0,0
57,3,1,16649.73,4,0,2,0,0
22,3,2,22393.09,3,0,2,0,0
47,5,0,42617.19,4,0,1,0,0
41,3,1,25656.47,4,0,1,0,0
59,2,1,113028.1,4,1,2,0,0
68,4,1,75171.75,5,0,1,0,0
63,3,9,52391.66,3,0,1,0,0
40,3,3,31780.88,4,0,1,0,0
47,5,1,62285.3,6,0,1,0,0
25,5,1,27052.82,2,0,0,1,0
61,5,2,23672.57,3,0,2,0,0
45,3,0,36084.05,4,0,1,0,0
83,3,0,54073.62,5,0,1,1,0
59,3,0,115405.2,5,1,1,0,0
70,3,0,9901.11,3,1,0,0,0
24,2,3,56591.47,2,0,1,0,0
60,3,9,10521.06,5,0,2,0,0
38,4,1,44828.91,3,1,1,0,0
68,4,3,87243.94,6,1,1,0,0
37,3,1,44792.39,3,1,1,0,0
79,4,4,25315.11,2,0,0,1,0
81,4,2,56875.65,6,1,2,0,0
89,3,0,27155.66,5,1,2,0,0
78,3,3,60256.74,5,0,0,0,0
66,3,6,18020.93,3,1,1,1,1
78,4,4,38792.69,4,0,2,0,0
62,4,1,945.47,3,0,1,0,1
22,3,2,26451.48,3,0,1,0,0
57,3,1,36374.44,3,0,1,0,0
77,5,9,124735.8,4,2,2,0,0
54,4,0,22871.91,3,0,2,0,0
43,3,7,37989.78,2,0,1,0,0
85,4,1,36987.9,3,0,2,0,0
75,3,2,29161.86,2,0,1,0,0
51,3,1,87206.32,4,0,1,0,0
31,4,1,44761.66,3,2,1,1,0
70,4,0,23622.45,3,6,2,0,0
60,3,3,52354.35,2,0,1,0,0
34,3,2,34352.36,3,0,1,0,0
27,4,8,57922.83,2,0,1,0,0
60,4,2,51591.16,3,0,2,0,0
45,5,2,14253.48,3,0,2,1,0
21,4,3,14474.74,3,1,1,0,0
76,4,7,81311.64,5,0,2,0,0
71,5,0,13044.82,2,0,1,0,0
46,4,1,24925.09,4,0,0,0,0
31,2,0,28229.96,2,1,0,0,0
57,5,4,28554.11,2,0,1,0,0
75,3,2,7503.93,3,0,1,0,0
85,1,3,104931.3,6,0,2,0,0
34,4,6,15548.43,4,1,0,1,0
52,2,3,39800.89,3,0,1,0,0
79,3,0,23513.42,4,0,1,0,0
79,3,3,60196.97,4,1,2,0,0
25,5,1,30352.63,3,0,1,0,0
61,5,0,60511.95,5,0,2,0,0
75,4,3,21198.04,4,1,2,0,0
32,3,2,11981.69,5,0,1,0,0
35,3,1,36965.48,3,1,1,0,0
62,3,3,38139.38,4,0,1,0,0
39,4,0,46605.04,3,0,2,0,0
24,5,1,43152.51,3,0,2,0,0
20,4,1,64212.33,4,0,1,0,1
78,3,4,12958.97,3,1,1,0,0
30,6,0,25702.76,3,0,1,0,0
87,4,0,57937.88,5,0,2,0,0
39,1,1,44565.15,3,0,1,0,0
64,3,0,30466.06,4,0,1,0,0
34,3,0,18848.82,4,1,1,0,0
40,3,0,9389.63,6,0,1,0,0
61,2,3,50676.79,4,0,1,0,0
79,3,5,13663.98,4,1,0,0,0
25,4,0,51295.85,3,0,1,0,0
81,1,3,28986.88,3,0,1,1,0
85,3,3,67319.03,3,1,0,0,0
69,2,1,38343.18,3,0,1,0,0
60,3,6,3308.31,5,0,1,1,0
19,2,6,28887.1,3,1,1,0,0
64,5,0,16836.27,3,0,1,0,0
28,3,4,67999.24,2,0,1,0,0
80,3,0,3328.23,4,1,2,0,0
55,3,1,47824.43,4,0,1,0,0
33,4,7,82263.4,3,0,0,0,0
74,4,3,22610.64,4,0,1,0,1
34,2,2,30369.33,5,0,1,0,0
70,2,0,9416.77,5,0,1,0,1
40,3,2,116303.0,1,0,2,0,0
81,3,3,29516.52,3,2,2,1,0
45,3,2,60915.52,4,1,1,0,0
50,4,4,69785.23,4,2,1,0,0
34,3,4,8316.09,2,0,1,0,1
50,4,0,13238.2,5,0,1,0,0
87,3,0,34209.19,4,0,2,0,0
54,3,0,46724.11,4,0,0,1,0
26,5,2,44343.75,6,2,2,0,0
71,3,8,55008.17,3,1,0,0,0
87,2,4,44669.47,3,0,1,0,0
73,3,0,22773.12,4,1,2,0,0
69,5,1,16185.46,4,0,1,0,0
70,3,1,77445.52,2,0,2,0,0
22,6,0,96339.25,3,0,2,1,0
49,3,2,27386.18,4,0,1,1,0
28,3,1,18033.25,2,1,1,0,0
79,4,0,38096.62,3,0,1,0,0
46,4,2,54079.21,3,0,1,0,0
51,4,0,54776.36,4,1,1,0,0
76,3,0,27666.82,3,0,1,0,1
75,2,0,14788.19,3,1,2,0,0
80,5,1,50705.77,3,0,1,0,0
51,4,1,5871.1,3,0,1,1,0
71,3,0,94076.08,3,1,2,0,0
73,1,2,23553.3,3,1,0,0,0
66,3,1,44541.99,5,0,1,0,0
78,3,2,43747.73,3,0,1,0,0
47,1,3,35696.39,5,0,1,0,0
85,4,1,18273.34,4,0,2,0,0
52,2,1,41329.2,3,0,0,0,0
29,2,2,80683.44,5,0,0,0,0
49,3,0,131647.5,4,0,1,0,0
49,3,2,20541.47,3,0,1,0,0
37,3,1,12125.2,4,0,0,0,0
